blueWins,blueKillDiff,blueDeathDiff,blueAssistsDiff,blueWardPlacedDiff,blueWardDestroyedDiff,blueAvgLvlDiff,blueTowerDestroyedDiff,blueCSPerMinDiff,dragTeam,heraldTeam,fbTeam
1,6,-6,5,1,-4,0.2,1,3.8,0,1,1
1,5,-5,9,-5,2,0.2,0,4,1,0,-1
1,-4,4,-3,3,-2,0.2,0,-4.7,-1,1,1
0,2,-2,2,-3,-1,0.4,0,0,-1,0,1
0,1,-1,3,-2,-1,0.2,1,-0.6,-1,1,-1
1,10,-10,16,-1,6,1,2,5.6,1,0,1
1,5,-5,4,-20,-4,1,0,6.3,1,0,1
1,-1,1,1,6,-1,0,0,-2.8,-1,0,1
1,-1,1,-6,-2,-3,-0.2,0,2.3,-1,-1,-1
0,-1,1,-6,3,1,-0.2,0,-4.3,1,1,1
0,2,-2,4,6,-3,-0.4,0,-1.5,-1,1,1
0,-2,2,1,33,2,-0.4,0,-4.9,-1,0,-1
1,-7,7,-11,-2,-5,-0.4,0,-0.8,1,0,-1
1,6,-6,2,7,-2,0.2,0,1,0,0,1
1,5,-5,8,-35,0,0.6,0,1.4,0,0,-1
0,-5,5,-3,3,-3,-0.2,0,-3.8,1,0,-1
0,-1,1,1,-5,4,-0.4,0,0.2,1,0,1
1,-1,1,-3,2,-1,-0.2,0,-2,-1,0,-1
1,3,-3,5,-1,-3,-0.2,0,3.3,1,0,1
1,0,0,1,-2,-1,0,0,-1.8,0,-1,-1
0,-4,4,-10,-7,-4,-0.2,0,-6.5,1,0,-1
1,6,-6,8,-1,1,0.4,0,0.3,0,0,1
1,5,-5,7,-3,1,0.4,0,-1.6,0,0,1
1,1,-1,0,-1,2,0.4,0,3,-1,0,-1
0,-5,5,-7,2,2,-0.2,0,2.4,0,0,-1
0,-4,4,-6,-10,0,-0.8,0,-7.1,-1,0,-1
1,4,-4,7,0,3,0.6,0,3.3,1,0,1
1,2,-2,7,5,0,0.4,0,1.8,1,0,1
0,-3,3,-1,-62,2,-0.4,0,-1.7,-1,1,-1
1,-2,2,2,21,-1,0,0,-1.7,-1,0,1
1,2,-2,2,-13,1,0.2,-1,-2.6,0,-1,1
0,-4,4,-3,-1,-1,-0.6,0,-1.6,-1,-1,-1
0,-9,9,-10,-3,0,-0.6,-1,-4.1,0,0,-1
0,5,-5,8,7,-2,0.2,0,1.5,0,0,1
0,-10,10,-10,-11,0,-1.2,-1,-6.8,0,-1,-1
0,-7,7,-5,-3,2,-0.2,0,1.8,0,0,-1
0,-7,7,-7,0,-2,-0.6,0,-1.9,-1,0,1
0,1,-1,-3,1,-4,0.2,0,-3.4,0,1,1
1,4,-4,2,0,0,0.6,0,2.3,-1,1,-1
0,-6,6,-8,1,0,-0.4,0,-1.6,-1,0,-1
0,3,-3,5,-4,1,0.2,0,1,1,1,1
1,-1,1,-5,-22,1,0,1,0.6,-1,1,1
0,-6,6,-14,9,0,-0.8,0,-6.6,-1,0,-1
0,2,-2,-1,6,-2,0,0,-0.3,1,0,1
0,-3,3,-7,25,-11,-0.4,0,3.4,-1,0,-1
1,4,-4,7,-19,3,-0.2,0,-1.3,0,0,1
0,5,-5,5,-1,1,0.6,0,2.4,-1,0,1
1,-3,3,-6,-6,2,0.2,0,0,1,0,-1
1,-3,3,-12,3,-1,-0.8,0,4,1,0,-1
1,1,-1,1,-27,0,0.2,0,4.2,0,0,1
1,-8,8,-13,-2,2,-0.6,0,-0.1,-1,-1,-1
1,-4,4,-6,-15,0,0.2,0,-0.6,-1,0,-1
0,1,-1,1,4,-5,0.6,0,2.2,-1,1,1
0,-6,6,-9,-2,2,-0.4,0,-1.2,0,0,-1
0,-2,2,0,0,-2,-0.4,0,-0.2,-1,0,1
1,9,-9,8,-1,1,1.2,0,0.4,0,0,1
1,1,-1,2,17,-2,0,0,-0.5,1,1,1
1,2,-2,5,0,-2,0.4,0,0.1,0,0,1
0,6,-6,6,10,-3,0.4,0,-1.8,1,0,-1
0,0,0,0,14,2,0,0,-4.4,-1,1,-1
1,9,-9,7,6,0,1.8,1,10.2,1,1,1
1,2,-2,0,1,1,0.4,0,0.2,-1,0,1
0,-3,3,-2,1,-3,-0.8,0,-0.8,1,0,-1
0,-8,8,-4,-7,-2,-0.6,0,-0.7,-1,0,-1
0,1,-1,1,5,1,0.2,0,-0.2,0,0,1
0,-4,4,-1,5,-1,-0.4,-1,-3.9,1,-1,-1
0,2,-2,7,4,-2,0,0,-0.2,0,0,1
1,5,-5,7,-3,1,0.8,0,-4.9,0,0,1
0,-1,1,-4,-7,1,0.2,0,2.9,-1,0,-1
0,0,0,-1,6,-3,-0.2,0,-0.9,-1,0,1
0,-2,2,2,1,-1,-0.4,0,-3.9,0,-1,-1
0,1,-1,0,-3,5,0,0,1.3,1,0,1
0,-4,4,0,-5,0,-0.6,0,-3.8,-1,0,-1
0,-5,5,-4,-21,-2,-0.6,0,-2.3,0,0,-1
1,-2,2,-2,-3,0,-0.6,0,1.4,1,1,1
1,-8,8,-13,-38,0,-0.4,0,-0.6,-1,0,-1
1,-6,6,-9,3,-1,-0.4,0,-2.3,-1,-1,-1
0,1,-1,1,2,1,0.2,1,-2.3,1,0,1
0,-8,8,-8,-5,-1,-1.2,0,-2.5,-1,0,-1
1,2,-2,4,-1,0,-0.2,0,-1.5,0,0,-1
0,-4,4,-5,-1,-1,0.2,0,3.3,-1,-1,-1
0,-4,4,-4,42,0,-0.2,0,-1.1,1,0,1
1,1,-1,-2,3,-3,0.6,1,-0.5,0,0,1
0,-1,1,-3,24,3,0.2,0,1.1,0,0,-1
1,3,-3,3,21,-1,0.4,0,-0.2,-1,0,1
1,-1,1,-6,8,-2,-0.2,0,0.5,0,0,1
1,7,-7,6,7,-1,1,0,9,0,0,1
0,3,-3,6,-2,-2,0,0,-3.6,1,0,-1
0,-1,1,-5,12,4,-0.2,1,1.5,1,1,-1
0,0,0,2,4,-5,0,0,-3.5,-1,0,-1
1,1,-1,0,-1,-1,0.2,0,1.4,1,0,1
1,2,-2,2,20,2,0,0,-1.7,-1,0,1
1,4,-4,4,10,-2,0,0,-0.7,1,1,1
1,5,-5,7,6,-4,0.6,0,4.2,0,1,-1
0,-4,4,-4,18,-1,0,0,-3.3,-1,0,-1
1,-3,3,-3,-4,-1,0,0,0.8,1,0,-1
1,7,-7,5,4,1,0.8,1,7.2,1,0,1
1,6,-6,5,0,0,1.4,1,9.6,1,1,1
1,-1,1,0,23,-7,-0.2,0,-1,1,-1,1
0,0,0,-2,4,3,0,0,0.3,-1,0,-1
1,7,-7,9,4,0,0.4,0,-1,1,0,1
1,2,-2,3,29,-1,0.2,0,-3.9,1,-1,1
0,-1,1,5,-1,2,-0.6,0,-6.3,1,0,1
0,-4,4,-4,-29,1,-0.4,0,-3.5,-1,0,-1
1,0,0,0,67,-2,-0.2,0,-0.8,1,0,-1
0,-4,4,-5,-2,3,-0.8,0,-3.6,0,-1,1
0,-3,3,-10,-21,2,-0.2,0,2.3,0,-1,-1
0,-4,4,-5,-5,0,-1,0,-5.7,1,0,-1
1,3,-3,3,26,-2,0,0,4.2,-1,0,1
0,-3,3,-10,-4,-1,-0.4,0,-3.3,0,0,1
1,-4,4,-7,6,1,0,0,2.5,-1,0,-1
0,-2,2,-4,-1,0,-0.2,0,-0.8,0,0,1
0,-3,3,-10,-1,-4,-0.4,0,3,-1,0,-1
0,3,-3,4,1,1,0,0,0.1,1,1,-1
0,-3,3,-10,-84,-3,0,0,-2.3,0,0,-1
0,1,-1,-8,3,0,0,1,-1.5,-1,1,1
0,-3,3,-3,-56,1,-0.6,0,-5,-1,0,1
0,-1,1,-2,-20,1,-0.2,0,-1,0,0,1
0,-9,9,-5,-24,-2,-1,0,-4.5,-1,0,1
1,0,0,-4,0,0,-0.2,0,4.2,0,1,-1
1,-1,1,-1,6,-2,-0.2,0,3.8,1,-1,-1
1,1,-1,2,18,0,-0.2,0,-2.8,1,0,1
1,0,0,3,19,0,0.4,0,0.1,1,0,-1
1,0,0,-1,-32,0,0,0,3.7,0,0,-1
0,1,-1,2,9,-1,-0.4,0,-1.1,-1,0,1
1,3,-3,5,18,1,0.2,0,1.9,-1,0,1
1,-1,1,-2,42,-4,-0.8,0,-1.8,0,0,-1
1,6,-6,8,6,-2,0.4,0,2.6,1,0,-1
1,0,0,-1,-46,21,0,0,-2.5,-1,0,-1
1,6,-6,3,-23,13,0.4,0,2.3,1,1,1
1,-1,1,-6,-1,0,0.2,0,0,1,1,1
0,4,-4,8,0,0,0.2,0,-0.8,1,0,1
0,-3,3,-5,-2,-2,-0.2,0,-1.1,0,-1,-1
1,6,-6,5,-19,1,0.4,0,-1.3,-1,0,1
0,3,-3,2,5,-2,0.4,0,0,0,0,1
0,-9,9,-14,3,-8,-0.8,0,-3.8,-1,0,-1
1,-2,2,-8,-7,1,-0.2,0,4.7,-1,0,-1
0,0,0,2,-8,1,-0.2,0,-1.2,0,-1,-1
1,-1,1,2,1,-2,-0.2,0,0.7,1,1,1
1,3,-3,9,-3,0,0.2,0,0.4,1,0,1
1,-3,3,-4,14,-2,-0.2,0,1.4,1,-1,-1
1,1,-1,4,-1,4,0,0,-1.4,-1,1,-1
1,-4,4,1,31,-5,-0.2,0,-2.8,-1,0,1
1,6,-6,5,0,1,0.2,0,-0.8,-1,-1,1
1,-3,3,-4,19,2,-0.2,0,0.3,-1,-1,-1
0,-3,3,-3,-2,1,0.2,0,-6.6,-1,-1,-1
1,1,-1,-3,15,1,0.4,0,-0.9,0,0,-1
0,-8,8,-8,0,-2,-0.4,0,0.1,-1,0,-1
1,7,-7,8,45,-1,0.6,0,1,1,1,1
1,-6,6,-8,-44,-2,-0.4,0,-2.7,0,0,-1
1,12,-12,14,-5,0,1.2,0,1.8,0,0,1
0,0,0,1,86,1,-0.2,0,-0.2,0,0,1
0,-2,2,-1,5,-3,-0.6,0,-5.9,-1,0,-1
0,-5,5,-7,4,3,-0.4,0,2.1,-1,1,1
1,-2,2,-1,-2,0,-1,0,-5.9,1,-1,1
0,1,-1,3,-22,0,-0.6,0,-2.4,-1,0,1
1,5,-5,0,-8,2,0.6,-1,0.3,-1,-1,-1
1,-4,4,-5,-2,0,-0.2,0,0.2,-1,0,1
1,4,-4,7,1,3,0.4,0,1.9,1,0,-1
0,0,0,3,-18,-1,-0.6,0,-4.9,0,0,1
0,-1,1,1,1,5,0,0,2.4,1,0,-1
1,-1,1,-3,-3,2,0.4,0,5.6,1,-1,1
1,-2,2,-3,4,-1,0.2,0,-1.9,-1,0,-1
0,1,-1,-1,3,-3,0.2,0,-1.3,0,0,1
1,5,-5,0,-10,-1,0.6,0,-1.9,0,0,-1
0,-2,2,-8,0,-3,-0.6,0,-0.8,-1,1,-1
1,3,-3,-4,23,-8,0,0,1,0,0,-1
1,6,-6,3,-7,0,0.4,1,7.6,1,1,1
0,-1,1,-3,-2,-2,0.2,0,2.8,-1,0,-1
1,5,-5,8,7,0,0.4,0,1.5,1,0,-1
1,0,0,2,29,0,0.2,0,-2.5,0,0,1
0,-7,7,-7,103,2,-0.8,0,-1.3,1,-1,-1
1,5,-5,7,-2,2,0.4,0,1.5,0,0,1
0,-2,2,-1,9,2,-0.6,0,-4.1,1,0,-1
1,0,0,-1,26,-11,0.2,0,3.1,0,0,-1
0,-6,6,-4,7,-3,-1,0,-6.6,-1,0,-1
0,-8,8,-4,2,1,-0.8,0,0.4,-1,0,-1
0,2,-2,-1,25,0,0.6,0,-4,1,0,1
1,-1,1,-3,-2,0,-0.4,0,-4.2,-1,-1,-1
0,-7,7,-15,2,-2,-0.4,0,-2.4,-1,0,-1
0,-4,4,-8,-3,0,-0.4,0,2.2,-1,-1,-1
1,11,-11,17,13,2,1.2,0,6.9,1,0,1
1,11,-11,15,-32,9,1.4,2,9.6,0,1,1
1,-2,2,-1,1,2,0.2,0,0.2,0,0,-1
0,0,0,-2,4,-1,0,-1,-1.1,-1,-1,1
1,-3,3,-1,-1,0,0,0,2.8,0,0,-1
0,-2,2,-2,4,0,-0.2,0,-1.2,0,-1,-1
1,1,-1,-3,-2,0,0.2,0,3.9,1,1,1
0,3,-3,-3,3,0,0.4,0,-1.5,-1,0,1
1,4,-4,5,18,1,0.6,0,7,0,0,1
1,4,-4,8,0,-1,0.4,0,-0.8,1,0,1
0,-4,4,-2,-108,0,0.2,0,1.8,-1,0,-1
1,0,0,-2,-4,-1,0.2,0,2.8,-1,0,-1
1,3,-3,1,22,-4,1,0,-2.2,-1,0,1
0,8,-8,4,0,1,0.8,0,3.2,0,0,1
1,1,-1,6,-2,-1,-0.4,0,-0.2,1,0,1
1,-2,2,3,19,0,-0.4,0,-2.8,1,0,-1
0,1,-1,2,3,-1,-0.4,0,1.1,0,0,1
0,-7,7,-4,0,0,-0.6,0,-1.2,0,-1,-1
0,-7,7,-4,-27,4,-0.6,0,-3.4,0,-1,-1
0,-2,2,-7,4,1,-0.4,-1,-4.8,-1,0,-1
0,-7,7,-9,-5,1,-0.4,-1,-2.3,-1,0,-1
1,10,-10,8,0,1,1.2,1,4.7,1,1,-1
0,4,-4,5,-2,1,0.4,0,-0.7,1,0,1
1,-3,3,-5,-5,-1,-0.6,-1,-1.5,-1,-1,-1
1,-3,3,-6,-7,-2,-0.4,0,0,1,0,1
1,2,-2,7,-5,3,0.4,0,1.1,1,0,1
1,3,-3,8,-3,-2,-0.2,0,-0.1,-1,0,-1
1,4,-4,4,0,-2,0.4,0,0.5,-1,1,1
1,0,0,0,29,2,0.4,0,2.2,0,0,-1
0,-6,6,-9,-24,-1,-0.6,0,-0.1,-1,-1,-1
1,1,-1,5,5,-1,0,0,-6.2,1,0,1
1,2,-2,-1,-17,4,0.2,0,2.9,0,0,-1
1,3,-3,1,74,2,0.8,0,3.2,1,-1,-1
1,0,0,3,-14,1,-0.6,0,-2,0,0,-1
1,3,-3,-4,-23,-1,0.4,0,3.8,1,0,1
1,4,-4,5,21,1,0,0,-2.7,1,1,-1
1,3,-3,14,-7,2,0.4,1,3.1,1,-1,-1
1,6,-6,11,-1,-3,0.2,0,-0.7,1,1,1
1,11,-11,7,0,-1,1,1,6.1,1,1,1
1,6,-6,5,-19,3,1.2,0,-0.7,1,0,1
1,8,-8,10,0,7,1.2,1,3.4,1,0,1
1,3,-3,-1,-1,0,0.6,0,-0.8,1,1,1
1,2,-2,4,-2,0,-0.2,0,-1.7,-1,1,1
0,-3,3,-4,-4,-1,0,0,-2.8,-1,0,-1
1,4,-4,3,16,2,0.4,0,2.1,1,1,1
0,0,0,2,-2,3,-0.6,0,-6.7,1,0,-1
1,-2,2,-1,-2,5,-0.2,0,0.9,1,0,-1
1,-1,1,-8,-32,2,-0.4,0,-1.7,-1,1,1
1,5,-5,12,-1,2,0.4,0,-0.3,0,0,1
0,-1,1,3,19,-3,0,0,-1.1,-1,-1,-1
0,-5,5,-10,1,-2,-0.2,0,0.7,-1,-1,-1
0,1,-1,3,-66,0,-0.2,0,-4.1,0,1,1
0,-3,3,-4,-26,-2,-0.2,0,2.5,-1,0,-1
1,5,-5,6,-5,17,1,0,3,1,0,1
0,1,-1,-9,-53,-1,0,0,3.5,0,0,-1
1,-4,4,-1,-6,0,-0.6,0,1.3,0,1,1
0,-1,1,5,-2,2,0,1,-2,1,-1,1
0,-4,4,-3,1,-2,-0.4,0,-2,0,0,-1
0,0,0,1,7,-5,-0.4,0,-5.3,1,-1,-1
0,3,-3,4,3,0,0.4,0,-3,-1,1,1
1,-4,4,-4,4,1,-0.2,0,-0.5,-1,0,-1
1,-1,1,-2,0,-2,0,0,-0.5,1,0,-1
0,-3,3,-1,38,1,-0.6,0,-4.6,0,0,-1
1,0,0,4,2,0,-0.4,0,-3.4,-1,1,1
1,3,-3,-3,-5,-3,0.6,0,0.8,1,0,-1
0,-1,1,-4,0,0,-0.4,0,-3.7,1,0,1
1,1,-1,-1,-3,3,-0.2,0,6.8,-1,1,1
1,-1,1,1,-3,-4,-0.4,0,-0.1,1,0,1
1,2,-2,0,-29,0,-0.4,0,-4.4,1,0,1
1,7,-7,8,0,0,0.8,1,5.1,-1,0,-1
1,5,-5,11,-65,3,0.4,0,-2.3,0,0,1
0,-4,4,-1,-2,0,-0.4,0,-0.8,1,0,-1
1,0,0,2,1,-1,0.2,0,0.8,1,0,1
0,3,-3,2,2,0,0.6,0,1.7,0,-1,-1
1,6,-6,9,-31,-2,0.6,0,1.1,0,1,1
1,6,-6,12,41,5,0.8,0,1.7,1,0,1
0,2,-2,0,3,0,-1,0,-2.7,0,0,1
1,8,-8,8,2,0,0.6,0,2.3,1,0,1
0,-2,2,-4,-2,1,-0.2,0,-1.2,-1,-1,1
0,-3,3,2,-4,1,-0.6,0,-4.8,0,0,-1
0,2,-2,3,4,-4,-0.2,0,0.4,1,0,-1
0,-2,2,2,-1,2,0,0,-0.9,0,0,1
0,-3,3,-5,-1,3,0,0,3,-1,-1,-1
0,-2,2,-2,0,-2,-0.4,0,-3.1,-1,0,-1
1,7,-7,7,40,1,0.4,0,2.7,1,0,1
1,-2,2,0,-2,0,-0.4,0,-1.8,1,0,1
1,5,-5,11,5,-1,0.4,0,0.5,1,0,1
1,0,0,-1,-2,0,-0.2,0,-1.6,1,0,1
0,0,0,-1,2,-1,-0.4,0,-4.9,0,-1,1
1,8,-8,7,0,2,0.8,0,0.2,1,0,1
0,0,0,-1,-3,0,-0.4,0,-1.4,1,0,1
1,4,-4,7,23,0,0.2,0,-2.8,1,0,1
1,-3,3,-2,2,1,-0.4,0,-3,-1,1,-1
0,-3,3,-2,1,-2,-0.6,0,1.1,-1,0,-1
1,-2,2,-2,3,0,-0.6,0,0.5,1,1,1
1,-5,5,-2,-25,-2,-0.6,0,0.4,-1,0,1
0,-6,6,-10,-7,-2,-1.2,0,-4.7,0,0,1
1,-2,2,-4,-3,2,0.2,0,-3.2,-1,0,-1
1,2,-2,2,18,1,0.4,0,4.6,-1,0,-1
0,1,-1,7,2,-3,0.4,0,-0.9,-1,0,1
0,3,-3,5,0,3,0.2,0,2.1,0,0,-1
0,0,0,-1,9,0,-0.2,0,2.2,0,0,1
0,-4,4,-4,0,-4,-1,0,-3.2,1,0,-1
0,-2,2,1,-4,0,-0.4,0,-6.2,0,-1,-1
0,1,-1,2,-1,-1,-0.4,0,-1.5,1,0,1
1,3,-3,4,-11,3,0.2,0,1.6,1,0,1
0,1,-1,5,-3,3,-0.4,0,1,-1,1,1
1,2,-2,7,2,2,0,-1,-0.3,1,-1,1
1,6,-6,9,22,-6,0.6,0,1.8,-1,1,-1
1,1,-1,0,-16,0,-0.2,0,0,1,1,1
0,1,-1,0,-18,1,-0.4,0,-4.3,1,0,1
1,11,-11,20,32,0,0.4,0,-0.8,-1,0,1
0,3,-3,3,40,-1,0.4,0,-2.3,1,0,1
0,0,0,-2,-24,0,-0.2,0,-4.2,-1,-1,1
0,-4,4,-5,-9,2,0.2,0,-0.5,0,0,-1
0,-1,1,-1,16,0,-0.2,1,4.9,-1,1,1
0,-2,2,-3,3,1,0.2,0,2.6,-1,0,1
0,6,-6,6,14,2,0.4,0,-2,0,1,1
1,2,-2,0,-5,6,0.2,0,0.1,0,0,-1
1,11,-11,12,5,-1,1,0,3.7,1,0,1
1,1,-1,1,-1,1,0.2,0,0.7,0,0,1
0,0,0,1,10,-2,0,0,-0.9,1,0,1
1,6,-6,7,5,2,0.4,0,-0.2,-1,0,1
0,-3,3,-1,0,-2,-0.2,0,-0.4,-1,0,-1
1,7,-7,9,-24,4,0.6,0,0,-1,0,1
1,-3,3,-5,-1,-1,-0.8,0,-3.3,1,1,1
1,-1,1,0,3,-1,0,0,-0.5,0,0,-1
0,6,-6,5,-1,4,0.6,0,-1.2,0,1,1
0,-6,6,-12,-1,-1,0,0,0.9,0,0,-1
1,3,-3,2,-90,-1,1,0,3,0,0,1
1,7,-7,13,3,-3,0.8,0,8.1,1,0,1
0,-1,1,-1,0,-3,-0.2,0,-2,0,0,-1
1,4,-4,-4,-45,1,0.8,1,2.2,1,1,1
1,-2,2,-4,-4,0,-1,0,-1.6,-1,1,1
1,9,-9,16,-1,0,0.2,0,-0.6,1,0,1
1,0,0,-2,-18,-5,0.2,0,5.3,-1,0,-1
1,2,-2,0,9,-2,0.6,0,1.6,0,0,1
1,-2,2,-2,-35,-1,-0.4,0,-2,-1,0,1
0,-5,5,-4,0,-1,-1.2,0,-9.5,-1,0,-1
0,4,-4,10,-17,-3,-0.4,0,0.3,1,0,-1
0,-5,5,-11,9,-2,-0.2,0,-0.6,1,-1,1
0,-3,3,0,1,-2,-0.6,-1,-7.8,0,-1,-1
1,1,-1,1,15,-1,-0.2,0,0.8,1,0,-1
1,2,-2,-1,-3,-3,0.4,0,4.4,0,0,-1
0,3,-3,8,68,1,0.2,0,-2.1,-1,-1,1
0,4,-4,6,24,-4,0,0,-3.2,0,0,-1
0,1,-1,1,19,-1,-0.4,0,0.3,-1,0,1
1,-1,1,-1,7,3,0.4,0,3.2,1,-1,-1
0,2,-2,0,-4,1,-0.2,0,-1.1,-1,1,1
1,3,-3,3,3,-4,-0.4,1,-0.3,-1,1,1
1,5,-5,5,8,3,0.2,0,1.4,1,1,-1
0,-3,3,-10,1,0,0.2,-1,-2.3,1,-1,-1
0,1,-1,0,1,1,0,0,2.7,0,0,-1
0,1,-1,5,5,0,0,0,-0.9,1,0,1
0,3,-3,3,1,2,0,0,0.6,1,1,-1
1,3,-3,1,-1,-2,0.6,0,0.2,1,-1,1
0,-6,6,-8,10,-2,-0.2,0,-0.1,1,-1,-1
0,-6,6,-11,10,1,-0.2,0,-0.5,-1,0,1
1,0,0,3,65,3,0,0,1.5,-1,0,-1
1,1,-1,-2,6,0,0.6,0,2,0,0,-1
1,-4,4,-12,-122,-1,0,0,1.6,-1,0,1
0,0,0,1,73,-4,-0.2,0,-2.9,-1,1,1
1,-2,2,-4,-5,1,0,0,-0.9,0,0,1
0,1,-1,8,36,-1,0.2,0,0.9,-1,1,1
1,-2,2,-8,-67,1,-0.2,0,1.4,0,1,1
0,0,0,1,-4,3,-0.2,0,0.3,1,0,-1
0,-1,1,0,-102,-1,0.2,0,2.2,-1,0,1
0,-3,3,-6,2,0,0,0,0.6,-1,0,-1
1,1,-1,3,1,0,0.2,0,5.1,-1,-1,1
0,-7,7,-10,3,-3,-1,0,-5.7,1,0,-1
1,1,-1,6,-6,1,0.2,0,-3.9,1,0,-1
1,-1,1,-4,26,2,0.6,0,0.4,1,0,-1
1,3,-3,5,1,-1,0.2,0,0.9,-1,0,1
1,0,0,-4,24,2,0,0,-3.9,1,0,1
0,0,0,4,2,-1,-0.4,0,-3.1,1,0,-1
0,-8,8,-3,-2,-1,-0.8,0,-0.5,1,0,-1
1,4,-4,5,-1,1,0.6,0,1.4,0,0,1
1,1,-1,1,35,3,0.2,0,2.6,0,0,1
0,0,0,4,-9,4,-0.2,0,-1.6,1,0,-1
0,4,-4,0,-41,1,0.4,1,0.4,-1,1,1
1,-1,1,1,-5,-2,0.4,0,-1.2,1,0,-1
0,-6,6,-2,94,0,-0.8,0,-3.5,0,-1,-1
1,-1,1,-5,1,0,0.4,0,2.2,1,0,1
0,-1,1,-3,-1,-1,-0.2,0,-2.9,1,0,1
1,6,-6,7,7,0,0.4,0,-3.8,0,0,-1
1,1,-1,2,-2,0,0.2,0,-4,1,0,-1
0,-3,3,-5,-5,2,-0.6,0,-2.4,0,0,1
1,-1,1,2,1,-2,-0.6,0,-1.3,1,1,-1
0,3,-3,4,2,0,0.4,0,0.9,-1,1,1
0,-6,6,-5,0,1,-0.8,0,-0.6,0,0,-1
0,0,0,4,-5,1,0,0,1.7,0,0,1
1,-2,2,-2,-1,-1,-0.4,0,0.6,1,0,1
1,1,-1,2,0,0,0.8,0,3,-1,0,-1
1,1,-1,1,4,3,0.2,0,0.1,0,0,-1
1,4,-4,5,40,2,0.6,0,-0.3,-1,-1,1
1,5,-5,8,-1,3,0.4,0,-0.9,0,0,1
0,-4,4,-5,0,3,-0.6,1,-0.6,-1,0,1
0,-9,9,-11,-16,-3,-1,0,-5.7,-1,-1,-1
1,3,-3,4,-25,1,0,0,1.3,1,0,1
0,-5,5,-4,0,-1,-0.4,0,-1.2,-1,-1,-1
0,-2,2,3,-4,0,-0.4,1,-0.4,0,1,-1
0,-2,2,-2,5,-1,0.6,0,0.3,1,0,1
0,4,-4,2,-3,0,0,0,0,-1,0,-1
0,-2,2,-2,1,-4,0,0,-1.6,-1,0,-1
0,-1,1,1,26,-1,-0.4,0,-3.4,1,-1,-1
0,-4,4,-4,-6,-1,-0.4,0,-1.1,0,0,-1
0,-1,1,-7,2,-1,-0.2,0,3.9,1,-1,-1
0,0,0,6,1,0,-0.4,0,-0.3,-1,0,1
0,6,-6,3,-2,4,0.6,0,1.2,-1,1,1
1,4,-4,5,27,-2,0.6,0,6.5,1,-1,1
0,-2,2,-1,0,-4,-0.4,0,-2.7,-1,0,-1
0,0,0,4,51,1,0.2,0,-0.3,-1,0,1
1,9,-9,7,-4,0,1,0,1.1,1,0,-1
1,8,-8,8,2,1,1,0,-0.9,1,0,1
1,2,-2,0,1,0,0,0,-1.1,1,-1,-1
0,-1,1,-4,3,-1,0,0,3.2,-1,0,-1
0,-3,3,-7,1,2,-0.2,0,-2.2,-1,-1,-1
0,-4,4,-3,-1,0,-0.8,0,-5.3,-1,-1,-1
1,4,-4,3,-2,-3,0.2,0,-2.3,1,0,1
0,4,-4,13,-3,-2,0,0,-0.1,-1,0,1
0,-4,4,-6,2,0,-0.2,0,3.6,0,0,1
1,0,0,-2,2,-1,0,0,0,-1,0,-1
0,-6,6,-10,6,0,-0.8,0,-2.3,1,-1,-1
1,5,-5,2,-5,1,0.6,1,2.8,1,1,-1
0,1,-1,3,3,-1,0,0,-3.3,0,0,-1
0,-1,1,-1,29,1,0,0,-2.7,1,0,-1
0,-7,7,-11,0,1,-1,0,-2.6,-1,0,-1
1,0,0,-6,-4,-1,0.8,0,4.6,-1,0,-1
0,4,-4,8,3,0,0.4,0,-0.6,0,0,-1
0,-8,8,-11,2,-5,-1,-2,-8.3,-1,-1,-1
1,5,-5,11,-23,2,-0.2,0,0.3,1,0,1
1,6,-6,12,21,-17,0.2,0,-1.6,1,-1,-1
0,-8,8,-15,5,-1,-0.8,0,-6.1,-1,0,-1
1,-1,1,-8,0,0,0.2,2,-0.7,-1,1,-1
1,6,-6,9,3,2,0.2,0,-1.5,-1,0,1
1,6,-6,6,-22,4,0.2,0,4,0,0,1
0,0,0,1,29,0,-0.2,0,4.8,-1,0,-1
1,-2,2,2,-8,-1,0.4,0,1.6,0,0,-1
0,-2,2,-1,-15,1,-0.2,0,0.6,-1,0,-1
1,5,-5,8,-128,0,0.6,0,0.2,1,0,1
1,2,-2,-1,-20,1,0.2,-1,2.2,1,-1,-1
0,2,-2,9,1,4,0,0,2.6,1,0,1
0,-2,2,-3,-5,-1,-0.4,0,-7,-1,0,-1
0,0,0,3,-31,-2,-0.4,0,0.3,1,0,1
0,4,-4,4,9,2,0.6,0,2,0,1,-1
0,0,0,4,-13,1,0,0,1.1,-1,0,1
1,2,-2,2,6,1,0,0,-1.9,-1,-1,1
1,4,-4,3,10,-1,0.6,0,1,0,1,1
1,8,-8,7,5,-1,0.8,1,5.5,1,0,1
1,2,-2,2,-28,1,0,-1,0.3,1,-1,1
1,0,0,-2,-1,0,0,0,0.8,0,0,1
1,2,-2,6,29,0,0,0,-0.3,-1,0,-1
0,1,-1,9,3,2,0,0,1.9,-1,0,-1
0,-3,3,-3,-42,1,-0.2,0,-2.4,-1,0,-1
0,-7,7,-10,-2,-1,-0.8,-1,-4.3,-1,-1,-1
0,-1,1,-8,-3,5,0.4,0,2.1,1,0,-1
0,-1,1,-1,14,-5,-0.2,0,-2,-1,1,-1
